trial_number,time_elapsed,latitude,longitude,depth
0,0,38.0772144,19.8620142,3442.0466885765563
0,1,38.0772144,19.8620142,3442.0466885765563
0,2,38.0772144,19.8620142,3442.0466885765563
0,3,38.0772144,19.8620142,3442.0466885765563
0,4,38.0772144,19.8620142,3442.0466885765563
0,5,38.0772144,19.8620142,3442.0466885765563
0,6,38.0772144,19.8620142,3442.0466885765563
0,7,38.0772144,19.8620142,3442.0466885765563
0,8,38.0772144,19.8620142,3442.0466885765563
0,9,38.0772144,19.8620142,3442.0466885765563
0,10,38.0772144,19.8620142,3442.0466885765563
0,11,38.0772144,19.8620142,3442.0466885765563
0,12,38.0772144,19.8620142,3442.0466885765563
0,13,38.0772144,19.8620142,3442.0466885765563
0,14,38.0772144,19.8620142,3442.0466885765563
0,15,38.0772144,19.8620142,3442.0466885765563
0,16,38.0772144,19.8620142,3442.0466885765563
0,17,38.0772144,19.8620142,3442.0466885765563
0,18,38.0772144,19.8620142,3442.0466885765563
0,19,38.0772144,19.8620142,3442.0466885765563
0,20,38.0772144,19.8620142,3442.0466885765563
0,21,38.0772144,19.8620142,3442.0466885765563
0,22,38.0772144,19.8620142,3442.0466885765563
0,23,38.0772144,19.8620142,3442.0466885765563
0,24,38.0772144,19.8620142,3442.0466885765563
0,25,38.0772144,19.8620142,3442.0466885765563
0,26,38.0772144,19.8620142,3442.0466885765563
0,27,38.0772144,19.8620142,3442.0466885765563
0,28,38.0772144,19.8620142,3442.0466885765563
0,29,38.0772144,19.8620142,3442.0466885765563
0,30,38.0772144,19.8620142,3442.0466885765563
0,31,38.0772144,19.8620142,3442.0466885765563
0,32,38.0772144,19.8620142,3442.0466885765563
0,33,38.0772144,19.8620142,3442.0466885765563
0,34,38.0772144,19.8620142,3442.0466885765563
0,35,38.0772144,19.8620142,3442.0466885765563
0,36,38.0772144,19.8620142,3442.0466885765563
0,37,38.0772144,19.8620142,3442.0466885765563
0,38,38.0772144,19.8620142,3442.0466885765563
