trial_number,time_elapsed,latitude,longitude,depth
0,0,38.0772144,19.8620142,2206.0051670226517
0,1,38.07867893885348,19.861325882342992,2204.976326116658
0,2,38.08058671201747,19.860506372231367,2202.710322705174
0,3,38.08260317986435,19.858903403562355,2191.29100680707
0,4,38.083864565684166,19.858105387069727,2191.5547230131106
0,5,38.08505298547696,19.85726785353052,2207.4036211362904
0,6,38.08631821464364,19.856555460816686,2206.111784171564
0,7,38.087366688950034,19.856587205661423,2206.006300014614
0,8,38.08884397453774,19.855920746230378,2204.461039827189
0,9,38.090383231051604,19.855248551691098,2203.355244816494
0,10,38.092503757278784,19.85449806711063,2199.3066616028664
0,11,38.09319077333971,19.854209014496952,2189.3452523773117
0,12,38.09515481763133,19.853858365223683,2186.659499446162
0,13,38.096518252606316,19.853248991664294,2183.3597819053507
0,14,38.09776513080596,19.852376112444233,2182.938669367829
0,15,38.099170549349296,19.851956608047416,2181.146204833815
0,16,38.10036221688458,19.851003826901124,2180.6131428534936
0,17,38.101824741361405,19.85045859018542,2179.2919106609465
0,18,38.1025865002852,19.849813726953126,2180.231852330488
0,19,38.10365799365247,19.848976701739087,2174.067878029001
0,20,38.10562139830575,19.847805472469947,2172.1572993393156
0,21,38.107124333458685,19.84719698318786,2170.8938017415903
0,22,38.109123849957,19.84691696192632,2168.716521840872
0,23,38.11072614968461,19.84621183023128,2167.6654695805537
0,24,38.112311578923176,19.845660852151696,2163.3605678164195
0,25,38.113515965452926,19.84543840344701,2161.17761423064
0,26,38.11580421321143,19.84573390869372,2162.8191568605544
0,27,38.117437447346866,19.845374430881417,2162.323729677587
0,28,38.119075435651055,19.844758765941325,2159.932162156372
0,29,38.12057713893063,19.84416263189008,2158.6176604747416
0,30,38.12215062262191,19.84336988951241,2155.969358392337
0,31,38.123647164103986,19.842753100621938,2154.6854571058384
0,32,38.124791874098655,19.84410840878037,2159.762366742308
0,33,38.12624300510488,19.8434222145511,2158.066183752799
0,34,38.12756513485699,19.843017607839062,2156.371693384428
0,35,38.12925547712333,19.84281346741774,2156.8227913404744
0,36,38.130829936275276,19.84225252061447,2155.839032307712
0,37,38.132249792580645,19.841506379432108,2154.7139282898574
0,38,38.13376450419511,19.840945873867025,2153.5147825083095
0,39,38.13511581704612,19.839949708141678,2150.63517195139
0,40,38.136504932263065,19.83880578833227,2148.1777829771527
0,41,38.137670398449124,19.838319160103485,2129.0714320867282
0,42,38.139477793489036,19.837843821079666,2129.399777272342
0,43,38.14138666073897,19.83791739337107,2124.487380222055
0,44,38.141457641567285,19.837902902400852,2124.522142780378
0,45,38.141540698006565,19.837903436810794,2124.5213221059985
0,46,38.141602587200474,19.837912662222973,2124.5370740455346
0,47,38.14167867855967,19.8379065319317,2124.5724061790124
0,48,38.14177447441029,19.837927381412552,2124.7429390209345
0,49,38.14185040929365,19.837939738410245,2124.5725707599004
0,50,38.14189384264859,19.837871828776134,2124.617751067625
0,51,38.14196699494023,19.8378667920417,2124.6869444589784
0,52,38.141991712458484,19.837886373051184,2124.539096886471
0,53,38.14208728273017,19.83783927014927,2124.77590961332
0,54,38.14213525411146,19.837816129100215,2125.0335591078187
0,55,38.142207631287455,19.83782379097772,2124.732322261116
0,56,38.14229177045407,19.837793370850015,2125.182024525902
0,57,38.142367453517956,19.83778139834662,2125.1856147749886
0,58,38.14243834090116,19.837767817802952,2125.222592042028
0,59,38.14252139993361,19.837759689489715,2125.3394816901355
0,60,38.14260040945527,19.83775195771817,2125.408038323594
0,61,38.14267906085211,19.837737079131916,2125.4388221449703
0,62,38.14272914533512,19.83771721262149,2125.4437762556727
0,63,38.14283030280544,19.837731544103395,2125.337004304135
0,64,38.14286824953005,19.837719051767206,2125.178876413064
0,65,38.14293339629018,19.8377156496219,2125.1947786940354
0,66,38.14300860990874,19.83771144357421,2125.296770606947
0,67,38.143087440953465,19.837689024659745,2125.2889941458216
0,68,38.14314263323804,19.837682791305838,2125.399365740914
0,69,38.14323021882206,19.837698676295595,2125.414671940915
0,70,38.14330029254975,19.837671831055996,2125.510456535432
0,71,38.14339585635533,19.837691312908447,2125.692373429619
0,72,38.143481182162674,19.837692807501384,2125.781367272408
0,73,38.14358829971749,19.837630747110772,2125.8764179372693
0,74,38.143643976336094,19.83762114596606,2125.7566846802065
0,75,38.143700530263224,19.837651153193548,2125.871231212428
0,76,38.1437951045785,19.837615979562063,2125.802861367497
0,77,38.143888635586535,19.837580564265608,2125.7356863466944
0,78,38.14393046189657,19.837535359760164,2125.752949899677
0,79,38.14400176182519,19.837522915924158,2125.7862869250375
0,80,38.14407177754415,19.83753440669621,2125.76763274098
0,81,38.144139000914784,19.837541476945887,2125.8791829153
0,82,38.14421356325952,19.837544722100443,2125.876230076343
0,83,38.14423255398022,19.8375328487436,2126.109211715798
0,84,38.144306519006165,19.83751856779045,2126.1581451930087
0,85,38.14441820035023,19.837546703454667,2125.985690435158
0,86,38.144460095923854,19.837550245155086,2125.9806915112226
0,87,38.144547373347805,19.837513634245067,2126.002838863132
0,88,38.14459830922135,19.8374865954977,2125.9559848605177
0,89,38.144665883621855,19.837468837178548,2125.983266494292
0,90,38.14473644286206,19.837454951013456,2126.019074746451
0,91,38.14480160024963,19.83742997880944,2126.055286951785
0,92,38.14487273627431,19.837462194524377,2126.0374166579395
0,93,38.14493453058253,19.837466732629167,2125.9747323416086
0,94,38.145003014044875,19.837456361111506,2126.0162551729545
0,95,38.14505722841968,19.837458442211975,2126.083213139457
0,96,38.14511326024917,19.837428807712822,2126.1040762628236
0,97,38.14519449006188,19.837418838322872,2126.1270808460094
0,98,38.14525003405521,19.837446644340673,2126.2214952892805
0,99,38.14531238068467,19.83742824738424,2126.285288145512
0,100,38.14538072455315,19.837411276164893,2126.334244780422
0,101,38.145481389013476,19.837447450300672,2126.4645125118595
0,102,38.14552414310289,19.837407989142353,2127.087957716135
0,103,38.1456030482515,19.83740078435207,2126.2979120098703
0,104,38.14564570640527,19.837391131050065,2126.150204921528
0,105,38.145718408191556,19.83738863095053,2126.1899577248155
0,106,38.14577006857994,19.837376509620253,2126.7512766523682
0,107,38.14584076471699,19.837361315734093,2126.781788615218
0,108,38.14590326883501,19.837340931277794,2126.84082339633
0,109,38.145977584353524,19.837331180701586,2126.8752711153697
0,110,38.14606497894498,19.837317166048365,2126.9432711042014
0,111,38.146156657028676,19.837325937200774,2126.881909912704
0,112,38.146227848706296,19.837281516583413,2126.98991877367
0,113,38.146295786114656,19.837275594821957,2127.0324574966553
0,114,38.14637890277538,19.837277078234067,2127.056534143377
0,115,38.14640320255621,19.837297895372714,2127.210463931619
0,116,38.146475950315335,19.837280106216333,2127.2355119274557
0,117,38.14655070503963,19.83726674541202,2127.2814233443364
0,118,38.1466222417725,19.837255660699878,2127.4127179757493
0,119,38.146728071821194,19.837199940710914,2127.029709594349
1,0,38.0772144,19.8620142,2202.0363424281095
1,1,38.07871280822265,19.861377596548476,2200.5901004269926
1,2,38.080330215530786,19.860835509447345,2199.020742767238
1,3,38.08136071195429,19.860810337474934,2196.48035401299
1,4,38.08289811480831,19.860230343142874,2195.245429457346
1,5,38.08398894330417,19.858957857452396,2195.723162435875
1,6,38.0857107556757,19.85896436665762,2192.4206733276833
1,7,38.08730200348999,19.858439424314643,2190.778693001986
1,8,38.08836766931893,19.855785460568224,2194.3203015727495
1,9,38.08979324084565,19.855457405048355,2193.0665628450197
1,10,38.09141273374034,19.85501263394454,2192.089060456578
1,11,38.09295577181017,19.854408128713615,2190.870327037859
1,12,38.093930411641686,19.853909156989776,2191.6118353445754
