0,17.500011,17.583345,17.666677,17.750011,17.833345,17.916677,18.000011,18.083345,18.166677,18.250011,18.333345,18.416677,18.500011,18.583345,18.666677,18.750011,18.833345,18.916677,19.000011,19.083345,19.166677,19.250011,19.333345,19.416677,19.500011,19.583345,19.666677,19.750011,19.833345,19.916677,20.000011,20.083345,20.166677,20.250011,20.333345,20.416677,20.500011,20.583345,20.666677,20.750011,20.833345,20.916677,21.000011,21.083345,21.166677,21.250011,21.333345,21.416677
37.0,0.14967418,0.15126427,0.14567134,0.121360876,0.09159429,0.07429852,0.07048941,0.08718673,0.10824677,0.15054537,0.18058774,0.14783326,0.06689762,0.049030293,0.0255893,0.017938811,0.03813918,0.04288648,0.04120778,0.041738935,0.04724031,0.050889373,0.062013183,0.06652945,0.067845345,0.06415478,0.058540512,0.060809314,0.0746905,0.074695155,0.041605446,0.030349925,0.012851018,0.052281525,0.08234719,0.11293106,0.12539947,0.116862394,0.07280644,0.053611595,0.06771833,0.060600568,0.03479103,0.026474362,0.014648317,0.0042944313,nan,nan
37.083332,0.18719979,0.18925016,0.17293204,0.15286864,0.14350356,0.12517567,0.09917246,0.108434215,0.14543998,0.17756562,0.17368129,0.11294118,0.09851199,0.10460194,0.0898243,0.07014024,0.07404734,0.06832431,0.06265766,0.06935922,0.07630884,0.08105342,0.08866613,0.085752405,0.06876788,0.04021942,0.022365816,0.041007932,0.06951566,0.07460233,0.043377765,0.049403865,0.056890074,0.04894201,0.042019304,0.040742636,0.047671206,0.09701746,0.10192565,0.055941097,0.02818272,0.015656784,nan,0.016363155,0.0155628035,nan,nan,nan
37.166668,0.17701644,0.15037037,0.113499895,0.09281092,0.09173417,0.1031025,0.105753094,0.09030118,0.12598765,0.14828676,0.12624598,0.062022615,0.06552599,0.09144904,0.09693845,0.0755329,0.063624606,0.063021235,0.06610218,0.08073278,0.09877433,0.12020972,0.13633116,0.13547462,0.110682406,0.06284128,0.0119827585,0.029725617,0.058849506,0.06362832,0.04400801,0.059199184,0.09401568,0.08135008,0.035267282,0.025587913,0.030812072,0.039895326,0.08147698,0.0146903945,nan,nan,nan,nan,nan,nan,nan,nan
37.25,0.11067803,0.072691694,0.056086525,0.052696116,0.04963865,0.04484085,0.051135954,0.060516093,0.05507465,0.108236514,0.121375844,0.08090927,0.02872681,0.016030768,0.036703363,0.043728217,0.034443446,0.048324924,0.058102492,0.08262487,0.11347228,0.14956398,0.1850543,0.20607422,0.19531855,0.14760636,0.07735294,0.03277278,0.03073657,0.052397914,0.057469074,0.06601873,0.090259284,0.09749474,0.067241594,0.0367261,0.043816745,0.04168908,0.029528415,0.06006426,nan,nan,nan,nan,nan,nan,nan,nan
37.333332,0.06921601,0.049659736,0.040622186,0.03409887,0.030746412,0.021303525,0.0086172195,0.021350488,0.033684283,0.048089404,0.08740543,0.09773587,0.07822373,0.058667835,0.049444225,0.03387408,0.013124937,0.048748102,0.053950626,0.063951656,0.093208656,0.13224395,0.1798536,0.22579879,0.25089642,0.23803951,0.18353203,0.10522711,0.043408204,0.010425975,0.019338874,0.04455276,0.054568127,0.06400351,0.06877491,0.050213408,0.04746403,0.039050084,0.03592782,0.04754127,0.042240568,nan,nan,nan,nan,nan,nan,nan
37.416668,0.034899484,0.027742047,0.02881005,0.03295952,0.034197114,0.025019841,0.01652222,0.014836283,0.033370532,0.057387624,0.057485864,0.06722733,0.0697368,0.06627817,0.07295028,0.07734248,0.07339758,0.07522905,0.091152586,0.07218659,0.070551105,0.06390103,0.0916742,0.14543962,0.2003999,0.23954476,0.24520242,0.20597616,0.12778153,0.06425016,0.051063888,0.06353488,0.025262725,0.023770526,0.06150582,0.06978297,0.050328642,0.033167113,0.039355922,0.03171326,0.0282932,nan,nan,nan,nan,nan,nan,nan
37.5,0.019892931,0.02431486,0.036314223,0.036057428,0.04810042,0.046161816,0.027714945,0.012477485,0.015078224,0.034247395,0.043303438,0.05092007,0.054027397,0.062081635,0.06395225,0.062496305,0.09146447,0.1199598,0.13449006,0.12138807,0.09816697,0.07257558,0.027986746,0.030616947,0.08896425,0.14315806,0.18606736,0.20799957,0.19516027,0.12333196,0.010149455,0.033952147,0.050618768,0.052212436,0.05098472,0.043690193,0.037614934,0.029355524,0.02755634,0.02861858,0.02778943,nan,nan,nan,nan,nan,nan,nan
37.583332,0.09204917,0.031153124,0.025113968,0.034944657,0.045713264,0.06576003,0.049763273,0.030810341,0.0032608907,0.012275744,0.027377065,0.03421913,0.04403008,0.048489306,0.051752225,0.053092122,0.060962863,0.10455447,0.1588683,0.18140136,0.17099309,0.14403087,0.112911284,0.079294235,0.048600744,0.063504465,0.10728585,0.13174263,0.15972517,0.17212807,0.11008374,0.0146862,0.030011842,0.06386849,0.028302765,0.0391324,0.060023785,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
37.666668,0.15939511,0.14350103,0.073903926,0.02336968,0.02750793,0.052884147,0.06405977,0.06438728,0.025089225,0.0045488174,0.014996254,0.02805733,0.039342612,0.046220317,0.054010496,0.06215622,0.07415665,0.08638277,0.11753643,0.17045105,0.21126959,0.22276583,0.21227412,0.1865302,0.15544133,0.12353905,0.107386775,0.10398652,0.11003305,0.14132902,0.15956545,0.042659733,nan,0.051528748,0.04701636,0.042683125,0.045808267,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
